Year,MPA,FisheryConsumption
0.0,0.4315644023074565,0.0
0.19999999999998863,0.0,0.26394580754304187
0.39999999999997726,0.7936346872582671,0.27505552214574003
0.5999999999999659,0.723162113515734,0.3121438004939776
0.8000000000000114,0.7996014877051056,0.5137905801724347
1.0,1.0,1.0
