Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","320","Guatemala","684","Fat supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","681","Fat supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","597.2","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5511","Production","S2762","Demersal Fish","2022","2022","1000 t","0.49","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5611","Import quantity","S2762","Demersal Fish","2022","2022","1000 t","0.1","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5072","Stock Variation","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5911","Export quantity","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5301","Domestic supply quantity","S2762","Demersal Fish","2022","2022","1000 t","0.59","I","Imputed value",""
"FBS","Food Balances (2010-)","320","Guatemala","5521","Feed","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5527","Seed","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5154","Other uses (non-food)","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5170","Residuals","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5142","Food","S2762","Demersal Fish","2022","2022","1000 t","0.59","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2022","2022","kg/cap","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","664","Food supply (kcal/capita/day)","S2762","Demersal Fish","2022","2022","kcal/cap/d","0.05","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","661","Food supply (kcal)","S2762","Demersal Fish","2022","2022","Kcal","296.44","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","674","Protein supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","671","Protein supply quantity (t)","S2762","Demersal Fish","2022","2022","t","54.69","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","684","Fat supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","681","Fat supply quantity (t)","S2762","Demersal Fish","2022","2022","t","8.65","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5511","Production","S2763","Pelagic Fish","2022","2022","1000 t","12.59","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5611","Import quantity","S2763","Pelagic Fish","2022","2022","1000 t","70.86","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5072","Stock Variation","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5911","Export quantity","S2763","Pelagic Fish","2022","2022","1000 t","15.54","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5301","Domestic supply quantity","S2763","Pelagic Fish","2022","2022","1000 t","67.91","I","Imputed value",""
"FBS","Food Balances (2010-)","320","Guatemala","5521","Feed","S2763","Pelagic Fish","2022","2022","1000 t","45","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5527","Seed","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5154","Other uses (non-food)","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5170","Residuals","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5142","Food","S2763","Pelagic Fish","2022","2022","1000 t","22.91","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2022","2022","kg/cap","1.28","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","664","Food supply (kcal/capita/day)","S2763","Pelagic Fish","2022","2022","kcal/cap/d","2.61","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","661","Food supply (kcal)","S2763","Pelagic Fish","2022","2022","Kcal","16989.99","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","671","Protein supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","2537.76","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","684","Fat supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.11","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","681","Fat supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","745.21","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5511","Production","S2764","Marine Fish, Other","2022","2022","1000 t","0.31","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5611","Import quantity","S2764","Marine Fish, Other","2022","2022","1000 t","1.18","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5072","Stock Variation","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5911","Export quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0.38","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5301","Domestic supply quantity","S2764","Marine Fish, Other","2022","2022","1000 t","1.11","I","Imputed value",""
"FBS","Food Balances (2010-)","320","Guatemala","5521","Feed","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5527","Seed","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5154","Other uses (non-food)","S2764","Marine Fish, Other","2022","2022","1000 t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5170","Residuals","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5142","Food","S2764","Marine Fish, Other","2022","2022","1000 t","1.11","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2022","2022","kg/cap","0.06","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","664","Food supply (kcal/capita/day)","S2764","Marine Fish, Other","2022","2022","kcal/cap/d","0.17","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","661","Food supply (kcal)","S2764","Marine Fish, Other","2022","2022","Kcal","1078.01","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","671","Protein supply quantity (t)","S2764","Marine Fish, Other","2022","2022","t","161.44","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","684","Fat supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","681","Fat supply quantity (t)","S2764","Marine Fish, Other","2022","2022","t","44.91","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5511","Production","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5611","Import quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5072","Stock Variation","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5911","Export quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5301","Domestic supply quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","320","Guatemala","5521","Feed","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5527","Seed","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5154","Other uses (non-food)","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5170","Residuals","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5142","Food","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2022","2022","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","664","Food supply (kcal/capita/day)","S2769","Aquatic Animals, Others","2022","2022","kcal/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","661","Food supply (kcal)","S2769","Aquatic Animals, Others","2022","2022","Kcal","1.56","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","674","Protein supply quantity (g/capita/day)","S2769","Aquatic Animals, Others","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","671","Protein supply quantity (t)","S2769","Aquatic Animals, Others","2022","2022","t","0.27","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","684","Fat supply quantity (g/capita/day)","S2769","Aquatic Animals, Others","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","681","Fat supply quantity (t)","S2769","Aquatic Animals, Others","2022","2022","t","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5611","Import quantity","S2775","Aquatic Plants","2022","2022","1000 t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5911","Export quantity","S2775","Aquatic Plants","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","320","Guatemala","5301","Domestic supply quantity","S2775","Aquatic Plants","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","320","Guatemala","5154","Other uses (non-food)","S2775","Aquatic Plants","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5911","Export quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5301","Domestic supply quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","324","Guinea","5611","Import quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5301","Domestic supply quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","324","Guinea","5154","Other uses (non-food)","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5511","Production","S2761","Freshwater Fish","2022","2022","1000 t","45.02","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5611","Import quantity","S2761","Freshwater Fish","2022","2022","1000 t","0.15","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5911","Export quantity","S2761","Freshwater Fish","2022","2022","1000 t","4.44","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5301","Domestic supply quantity","S2761","Freshwater Fish","2022","2022","1000 t","40.73","I","Imputed value",""
"FBS","Food Balances (2010-)","324","Guinea","5142","Food","S2761","Freshwater Fish","2022","2022","1000 t","40.73","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2022","2022","kg/cap","2.94","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","664","Food supply (kcal/capita/day)","S2761","Freshwater Fish","2022","2022","kcal/cap/d","6.27","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","661","Food supply (kcal)","S2761","Freshwater Fish","2022","2022","Kcal","31736.27","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.91","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","671","Protein supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","4586.61","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","684","Fat supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.29","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","681","Fat supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","1490.48","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5511","Production","S2762","Demersal Fish","2022","2022","1000 t","126.87","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5611","Import quantity","S2762","Demersal Fish","2022","2022","1000 t","1.33","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5911","Export quantity","S2762","Demersal Fish","2022","2022","1000 t","2.26","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5301","Domestic supply quantity","S2762","Demersal Fish","2022","2022","1000 t","125.94","I","Imputed value",""
"FBS","Food Balances (2010-)","324","Guinea","5154","Other uses (non-food)","S2762","Demersal Fish","2022","2022","1000 t","90","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5142","Food","S2762","Demersal Fish","2022","2022","1000 t","35.94","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2022","2022","kg/cap","2.59","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","664","Food supply (kcal/capita/day)","S2762","Demersal Fish","2022","2022","kcal/cap/d","3.69","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","661","Food supply (kcal)","S2762","Demersal Fish","2022","2022","Kcal","18650.88","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","674","Protein supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0.68","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","671","Protein supply quantity (t)","S2762","Demersal Fish","2022","2022","t","3437.68","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","684","Fat supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0.11","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","681","Fat supply quantity (t)","S2762","Demersal Fish","2022","2022","t","548.53","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5511","Production","S2763","Pelagic Fish","2022","2022","1000 t","151.46","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5611","Import quantity","S2763","Pelagic Fish","2022","2022","1000 t","4.36","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5911","Export quantity","S2763","Pelagic Fish","2022","2022","1000 t","1.3","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5301","Domestic supply quantity","S2763","Pelagic Fish","2022","2022","1000 t","154.52","I","Imputed value",""
"FBS","Food Balances (2010-)","324","Guinea","5154","Other uses (non-food)","S2763","Pelagic Fish","2022","2022","1000 t","80","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5142","Food","S2763","Pelagic Fish","2022","2022","1000 t","74.52","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2022","2022","kg/cap","5.38","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","664","Food supply (kcal/capita/day)","S2763","Pelagic Fish","2022","2022","kcal/cap/d","13.25","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","661","Food supply (kcal)","S2763","Pelagic Fish","2022","2022","Kcal","67028.91","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","1.76","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","671","Protein supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","8906.25","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","684","Fat supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.67","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","681","Fat supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","3401.61","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5511","Production","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5611","Import quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0.14","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5911","Export quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5301","Domestic supply quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0.14","I","Imputed value",""
"FBS","Food Balances (2010-)","324","Guinea","5142","Food","S2764","Marine Fish, Other","2022","2022","1000 t","0.14","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2022","2022","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","664","Food supply (kcal/capita/day)","S2764","Marine Fish, Other","2022","2022","kcal/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","661","Food supply (kcal)","S2764","Marine Fish, Other","2022","2022","Kcal","138.03","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","671","Protein supply quantity (t)","S2764","Marine Fish, Other","2022","2022","t","16.41","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","684","Fat supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","681","Fat supply quantity (t)","S2764","Marine Fish, Other","2022","2022","t","8","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5611","Import quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5301","Domestic supply quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","324","Guinea","5142","Food","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2022","2022","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","664","Food supply (kcal/capita/day)","S2769","Aquatic Animals, Others","2022","2022","kcal/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","661","Food supply (kcal)","S2769","Aquatic Animals, Others","2022","2022","Kcal","0.67","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","674","Protein supply quantity (g/capita/day)","S2769","Aquatic Animals, Others","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","671","Protein supply quantity (t)","S2769","Aquatic Animals, Others","2022","2022","t","0.06","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","684","Fat supply quantity (g/capita/day)","S2769","Aquatic Animals, Others","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","681","Fat supply quantity (t)","S2769","Aquatic Animals, Others","2022","2022","t","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5611","Import quantity","S2775","Aquatic Plants","2022","2022","1000 t","0.12","E","Estimated value",""
"FBS","Food Balances (2010-)","324","Guinea","5301","Domestic supply quantity","S2775","Aquatic Plants","2022","2022","1000 t","0.12","I","Imputed value",""
"FBS","Food Balances (2010-)","324","Guinea","5154","Other uses (non-food)","S2775","Aquatic Plants","2022","2022","1000 t","0.12","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5511","Production","S2781","Fish, Body Oil","2022","2022","1000 t","0.36","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5911","Export quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0.35","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5301","Domestic supply quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0.01","I","Imputed value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5154","Other uses (non-food)","S2781","Fish, Body Oil","2022","2022","1000 t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5511","Production","S2761","Freshwater Fish","2022","2022","1000 t","0.16","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5611","Import quantity","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5911","Export quantity","S2761","Freshwater Fish","2022","2022","1000 t","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5301","Domestic supply quantity","S2761","Freshwater Fish","2022","2022","1000 t","0.07","I","Imputed value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5142","Food","S2761","Freshwater Fish","2022","2022","1000 t","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2022","2022","kg/cap","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","664","Food supply (kcal/capita/day)","S2761","Freshwater Fish","2022","2022","kcal/cap/d","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","661","Food supply (kcal)","S2761","Freshwater Fish","2022","2022","Kcal","52.34","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","671","Protein supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","7.56","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","684","Fat supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","681","Fat supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","2.46","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5511","Production","S2762","Demersal Fish","2022","2022","1000 t","6.67","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5611","Import quantity","S2762","Demersal Fish","2022","2022","1000 t","1.95","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5072","Stock Variation","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5911","Export quantity","S2762","Demersal Fish","2022","2022","1000 t","0.73","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5301","Domestic supply quantity","S2762","Demersal Fish","2022","2022","1000 t","7.88","I","Imputed value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5154","Other uses (non-food)","S2762","Demersal Fish","2022","2022","1000 t","6.3","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5142","Food","S2762","Demersal Fish","2022","2022","1000 t","1.58","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2022","2022","kg/cap","0.75","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","664","Food supply (kcal/capita/day)","S2762","Demersal Fish","2022","2022","kcal/cap/d","0.94","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","661","Food supply (kcal)","S2762","Demersal Fish","2022","2022","Kcal","725.95","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0.17","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","671","Protein supply quantity (t)","S2762","Demersal Fish","2022","2022","t","133.86","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","684","Fat supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","681","Fat supply quantity (t)","S2762","Demersal Fish","2022","2022","t","21.31","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5511","Production","S2763","Pelagic Fish","2022","2022","1000 t","53.73","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5611","Import quantity","S2763","Pelagic Fish","2022","2022","1000 t","2.72","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5072","Stock Variation","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5911","Export quantity","S2763","Pelagic Fish","2022","2022","1000 t","23.93","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5301","Domestic supply quantity","S2763","Pelagic Fish","2022","2022","1000 t","32.52","I","Imputed value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5154","Other uses (non-food)","S2763","Pelagic Fish","2022","2022","1000 t","29.7","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","5142","Food","S2763","Pelagic Fish","2022","2022","1000 t","2.82","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2022","2022","kg/cap","1.34","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","664","Food supply (kcal/capita/day)","S2763","Pelagic Fish","2022","2022","kcal/cap/d","3.18","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","661","Food supply (kcal)","S2763","Pelagic Fish","2022","2022","Kcal","2440.4","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","671","Protein supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","301.77","E","Estimated value",""
"FBS","Food Balances (2010-)","624","Guinea-Bissau","684","Fat supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.17","E","Estimated value",""
