Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","004","Afghanistan","5611","Import quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5911","Export quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5301","Domestic supply quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5154","Other uses (non-food)","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5511","Production","S2761","Freshwater Fish","2022","2022","1000 t","12.61","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5611","Import quantity","S2761","Freshwater Fish","2022","2022","1000 t","0.7","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5911","Export quantity","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5301","Domestic supply quantity","S2761","Freshwater Fish","2022","2022","1000 t","13.31","I","Imputed value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5154","Other uses (non-food)","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5142","Food","S2761","Freshwater Fish","2022","2022","1000 t","13.3","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2022","2022","kg/cap","0.32","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","664","Food supply (kcal/capita/day)","S2761","Freshwater Fish","2022","2022","kcal/cap/d","0.69","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","661","Food supply (kcal)","S2761","Freshwater Fish","2022","2022","Kcal","10366.05","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.1","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","671","Protein supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","1498.99","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","684","Fat supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","681","Fat supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","486.41","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5611","Import quantity","S2762","Demersal Fish","2022","2022","1000 t","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5301","Domestic supply quantity","S2762","Demersal Fish","2022","2022","1000 t","0.08","I","Imputed value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5142","Food","S2762","Demersal Fish","2022","2022","1000 t","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2022","2022","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","664","Food supply (kcal/capita/day)","S2762","Demersal Fish","2022","2022","kcal/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","661","Food supply (kcal)","S2762","Demersal Fish","2022","2022","Kcal","28.99","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","674","Protein supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","671","Protein supply quantity (t)","S2762","Demersal Fish","2022","2022","t","5.47","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","684","Fat supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","681","Fat supply quantity (t)","S2762","Demersal Fish","2022","2022","t","0.79","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5611","Import quantity","S2763","Pelagic Fish","2022","2022","1000 t","1.95","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5911","Export quantity","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5301","Domestic supply quantity","S2763","Pelagic Fish","2022","2022","1000 t","1.95","I","Imputed value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5142","Food","S2763","Pelagic Fish","2022","2022","1000 t","1.95","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2022","2022","kg/cap","0.05","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","664","Food supply (kcal/capita/day)","S2763","Pelagic Fish","2022","2022","kcal/cap/d","0.12","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","661","Food supply (kcal)","S2763","Pelagic Fish","2022","2022","Kcal","1772.08","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","671","Protein supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","199.2","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","684","Fat supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","681","Fat supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","100.09","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5611","Import quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0.24","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5911","Export quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5301","Domestic supply quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0.24","I","Imputed value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5142","Food","S2764","Marine Fish, Other","2022","2022","1000 t","0.24","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2022","2022","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","664","Food supply (kcal/capita/day)","S2764","Marine Fish, Other","2022","2022","kcal/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","661","Food supply (kcal)","S2764","Marine Fish, Other","2022","2022","Kcal","193.13","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","671","Protein supply quantity (t)","S2764","Marine Fish, Other","2022","2022","t","28.92","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","684","Fat supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","681","Fat supply quantity (t)","S2764","Marine Fish, Other","2022","2022","t","8.29","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5611","Import quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0.17","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5301","Domestic supply quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0.17","I","Imputed value",""
"FBS","Food Balances (2010-)","004","Afghanistan","5142","Food","S2769","Aquatic Animals, Others","2022","2022","1000 t","0.17","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2022","2022","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","664","Food supply (kcal/capita/day)","S2769","Aquatic Animals, Others","2022","2022","kcal/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","661","Food supply (kcal)","S2769","Aquatic Animals, Others","2022","2022","Kcal","53.46","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","674","Protein supply quantity (g/capita/day)","S2769","Aquatic Animals, Others","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","671","Protein supply quantity (t)","S2769","Aquatic Animals, Others","2022","2022","t","5.13","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","684","Fat supply quantity (g/capita/day)","S2769","Aquatic Animals, Others","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","004","Afghanistan","681","Fat supply quantity (t)","S2769","Aquatic Animals, Others","2022","2022","t","1.24","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2781","Fish, Body Oil","2022","2022","1000 t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5611","Import quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5911","Export quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5301","Domestic supply quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","008","Albania","5154","Other uses (non-food)","S2781","Fish, Body Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5611","Import quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5911","Export quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5301","Domestic supply quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","008","Albania","5154","Other uses (non-food)","S2782","Fish, Liver Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2761","Freshwater Fish","2022","2022","1000 t","4.27","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5611","Import quantity","S2761","Freshwater Fish","2022","2022","1000 t","0.26","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5072","Stock Variation","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5911","Export quantity","S2761","Freshwater Fish","2022","2022","1000 t","0.13","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5301","Domestic supply quantity","S2761","Freshwater Fish","2022","2022","1000 t","4.4","I","Imputed value",""
"FBS","Food Balances (2010-)","008","Albania","5521","Feed","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5527","Seed","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5154","Other uses (non-food)","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5170","Residuals","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5142","Food","S2761","Freshwater Fish","2022","2022","1000 t","4.4","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2022","2022","kg/cap","1.55","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","664","Food supply (kcal/capita/day)","S2761","Freshwater Fish","2022","2022","kcal/cap/d","3.3","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","661","Food supply (kcal)","S2761","Freshwater Fish","2022","2022","Kcal","3419.37","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.48","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","671","Protein supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","494.35","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","684","Fat supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.15","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","681","Fat supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","160.51","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2762","Demersal Fish","2022","2022","1000 t","5.3","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5611","Import quantity","S2762","Demersal Fish","2022","2022","1000 t","0.61","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5072","Stock Variation","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5911","Export quantity","S2762","Demersal Fish","2022","2022","1000 t","2.9","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5301","Domestic supply quantity","S2762","Demersal Fish","2022","2022","1000 t","3.01","I","Imputed value",""
"FBS","Food Balances (2010-)","008","Albania","5521","Feed","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5527","Seed","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5154","Other uses (non-food)","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5170","Residuals","S2762","Demersal Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5142","Food","S2762","Demersal Fish","2022","2022","1000 t","3.01","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2022","2022","kg/cap","1.06","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","664","Food supply (kcal/capita/day)","S2762","Demersal Fish","2022","2022","kcal/cap/d","1.49","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","661","Food supply (kcal)","S2762","Demersal Fish","2022","2022","Kcal","1544.77","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","674","Protein supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0.27","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","671","Protein supply quantity (t)","S2762","Demersal Fish","2022","2022","t","284.53","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","684","Fat supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","681","Fat supply quantity (t)","S2762","Demersal Fish","2022","2022","t","45.47","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2763","Pelagic Fish","2022","2022","1000 t","2.39","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5611","Import quantity","S2763","Pelagic Fish","2022","2022","1000 t","17.98","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5072","Stock Variation","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5911","Export quantity","S2763","Pelagic Fish","2022","2022","1000 t","12.63","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5301","Domestic supply quantity","S2763","Pelagic Fish","2022","2022","1000 t","7.74","I","Imputed value",""
"FBS","Food Balances (2010-)","008","Albania","5521","Feed","S2763","Pelagic Fish","2022","2022","1000 t","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5527","Seed","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5154","Other uses (non-food)","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5170","Residuals","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5142","Food","S2763","Pelagic Fish","2022","2022","1000 t","7.67","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2022","2022","kg/cap","2.7","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","664","Food supply (kcal/capita/day)","S2763","Pelagic Fish","2022","2022","kcal/cap/d","7.4","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","661","Food supply (kcal)","S2763","Pelagic Fish","2022","2022","Kcal","7678.87","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.89","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","671","Protein supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","920.82","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","684","Fat supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.41","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","681","Fat supply quantity (t)","S2763","Pelagic Fish","2022","2022","t","424.26","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2764","Marine Fish, Other","2022","2022","1000 t","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5611","Import quantity","S2764","Marine Fish, Other","2022","2022","1000 t","1.04","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5072","Stock Variation","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5911","Export quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0.16","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5301","Domestic supply quantity","S2764","Marine Fish, Other","2022","2022","1000 t","0.92","I","Imputed value",""
"FBS","Food Balances (2010-)","008","Albania","5521","Feed","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5527","Seed","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5154","Other uses (non-food)","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5170","Residuals","S2764","Marine Fish, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5142","Food","S2764","Marine Fish, Other","2022","2022","1000 t","0.92","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2022","2022","kg/cap","0.32","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","664","Food supply (kcal/capita/day)","S2764","Marine Fish, Other","2022","2022","kcal/cap/d","0.63","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","661","Food supply (kcal)","S2764","Marine Fish, Other","2022","2022","Kcal","656.49","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","0.1","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","671","Protein supply quantity (t)","S2764","Marine Fish, Other","2022","2022","t","99.09","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","684","Fat supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","681","Fat supply quantity (t)","S2764","Marine Fish, Other","2022","2022","t","28.19","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5611","Import quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5072","Stock Variation","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5911","Export quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5301","Domestic supply quantity","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","008","Albania","5521","Feed","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5527","Seed","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5154","Other uses (non-food)","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5170","Residuals","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5142","Food","S2769","Aquatic Animals, Others","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2022","2022","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","664","Food supply (kcal/capita/day)","S2769","Aquatic Animals, Others","2022","2022","kcal/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","661","Food supply (kcal)","S2769","Aquatic Animals, Others","2022","2022","Kcal","0.42","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","674","Protein supply quantity (g/capita/day)","S2769","Aquatic Animals, Others","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","671","Protein supply quantity (t)","S2769","Aquatic Animals, Others","2022","2022","t","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","684","Fat supply quantity (g/capita/day)","S2769","Aquatic Animals, Others","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","681","Fat supply quantity (t)","S2769","Aquatic Animals, Others","2022","2022","t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5511","Production","S2775","Aquatic Plants","2022","2022","1000 t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5611","Import quantity","S2775","Aquatic Plants","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5911","Export quantity","S2775","Aquatic Plants","2022","2022","1000 t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","008","Albania","5301","Domestic supply quantity","S2775","Aquatic Plants","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","008","Albania","5154","Other uses (non-food)","S2775","Aquatic Plants","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5611","Import quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5301","Domestic supply quantity","S2781","Fish, Body Oil","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","012","Algeria","5154","Other uses (non-food)","S2781","Fish, Body Oil","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5611","Import quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5301","Domestic supply quantity","S2782","Fish, Liver Oil","2022","2022","1000 t","0.01","I","Imputed value",""
"FBS","Food Balances (2010-)","012","Algeria","5154","Other uses (non-food)","S2782","Fish, Liver Oil","2022","2022","1000 t","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5511","Production","S2761","Freshwater Fish","2022","2022","1000 t","2.1","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5611","Import quantity","S2761","Freshwater Fish","2022","2022","1000 t","1.06","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5072","Stock Variation","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5911","Export quantity","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5301","Domestic supply quantity","S2761","Freshwater Fish","2022","2022","1000 t","3.16","I","Imputed value",""
"FBS","Food Balances (2010-)","012","Algeria","5154","Other uses (non-food)","S2761","Freshwater Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5142","Food","S2761","Freshwater Fish","2022","2022","1000 t","3.16","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2022","2022","kg/cap","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","664","Food supply (kcal/capita/day)","S2761","Freshwater Fish","2022","2022","kcal/cap/d","0.14","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","661","Food supply (kcal)","S2761","Freshwater Fish","2022","2022","Kcal","2266.17","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","671","Protein supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","326.44","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","684","Fat supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","681","Fat supply quantity (t)","S2761","Freshwater Fish","2022","2022","t","106.96","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5511","Production","S2762","Demersal Fish","2022","2022","1000 t","7.47","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5611","Import quantity","S2762","Demersal Fish","2022","2022","1000 t","8.79","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5911","Export quantity","S2762","Demersal Fish","2022","2022","1000 t","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","5301","Domestic supply quantity","S2762","Demersal Fish","2022","2022","1000 t","16.24","I","Imputed value",""
"FBS","Food Balances (2010-)","012","Algeria","5142","Food","S2762","Demersal Fish","2022","2022","1000 t","16.24","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2022","2022","kg/cap","0.36","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","664","Food supply (kcal/capita/day)","S2762","Demersal Fish","2022","2022","kcal/cap/d","0.49","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","661","Food supply (kcal)","S2762","Demersal Fish","2022","2022","Kcal","7975.81","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","674","Protein supply quantity (g/capita/day)","S2762","Demersal Fish","2022","2022","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","012","Algeria","671","Protein supply quantity (t)","S2762","Demersal Fish","2022","2022","t","1471.38","E","Estimated value",""
