OBJECTID,Oceans,Regions,SubRegions,Sampling Method,Measurement,Unit,Density Range,Density Class,Short Reference,Long Reference,DOI,Organization,Keywords,Accession Number,Accession Link,Latitude,Longitude,Date,GlobalID,x,y
19755,Atlantic Ocean,,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,34.5198,-77.359,7/14/2021 12:00:00 AM,5d5cd047-a18b-4fc7-9325-b1f1abc3855e,-77.359,34.5198
20419,Atlantic Ocean,,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,32.8695,-79.9656,11/23/2021 12:00:00 AM,a49d9058-6385-435e-8b75-96040e7425f0,-79.9655999999999,32.8695000000001
19423,Atlantic Ocean,,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,39.6528,-75.5824,4/17/2021 12:00:00 AM,d235b645-b1c1-49ea-9609-6fbdbbbc300f,-75.5824,39.6528000000001
19091,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.1252,-95.0622,2/7/2021 12:00:00 AM,aefd382f-1688-4e53-848a-ecf6d392cbae,-95.0622,29.1252000000001
19162,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,28.997,-95.2273,2/28/2021 12:00:00 AM,245b4624-3c14-493e-8df7-0045568c6011,-95.2273,28.9970000000001
21415,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.3359,-94.7354,5/30/2022 12:00:00 AM,a284f6a1-6223-411a-956d-12d11d496f40,-94.7354,29.3359
21083,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.2165,-94.9132,5/2/2022 12:00:00 AM,985040c0-06b5-4ee4-a39a-1d8187c699e5,-94.9132,29.2165000000001
20751,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,30.3063,-89.3276,3/14/2022 12:00:00 AM,b6680a1e-04d1-4d18-8647-ab7074106a77,-89.3276,30.3063000000001
20087,Pacific Ocean,,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,10.3331,-85.8476,10/10/2021 12:00:00 AM,c6e7bc8f-022e-4bf3-863f-112ba2a1b097,-85.8475999999999,10.3331000000001
19732,,,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,43.2006,-79.0457,6/30/2021 12:00:00 AM,88058a98-25c0-4744-a68f-d0e63b476144,-79.0457,43.2006000000001
20064,,,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,43.017,-79.0209,9/30/2021 12:00:00 AM,2b9f5d08-e96e-44b1-ac1a-5740d0c9125f,-79.0209,43.0170000000001
20396,Atlantic Ocean,,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,32.8921,-79.9716,11/16/2021 12:00:00 AM,ba767141-a241-45e5-87d7-fc7360897c3e,-79.9716,32.8921
19517,Pacific Ocean,,,Hand picking,,pieces/10 mins,1-2,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,36.887,-121.8324,5/16/2021 12:00:00 AM,d58a46cc-22a2-48e1-95f3-905ffd436c82,-121.8324,36.8870000000001
21060,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.264,-94.8302,5/2/2022 12:00:00 AM,186a281c-baf1-40a0-8c27-024b7ec8b9a3,-94.8302,29.2640000000001
21392,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,27.3467,-97.327,5/3/2022 12:00:00 AM,fd9637c3-a041-4c60-97fb-218d4bc3b87b,-97.3269999999999,27.3467000000001
19849,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.9538,-90.0194,8/7/2021 12:00:00 AM,36d40c24-5fec-4653-a047-3cbbd837e4ba,-90.0194,29.9538000000001
19068,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.0876,-95.1209,2/5/2021 12:00:00 AM,8fe3e044-0e85-41b2-a9b7-53836134ea2e,-95.1208999999999,29.0876000000001
20728,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.3294,-94.7311,3/30/2022 12:00:00 AM,87214eca-df97-494b-ac02-86964915994f,-94.7311,29.3294000000001
19400,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.4818,-94.6047,4/9/2021 12:00:00 AM,3f038e04-68c9-47b9-bfcb-b662f1d0ae34,-94.6047,29.4818000000001
19185,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.6428,-89.9386,3/3/2021 12:00:00 AM,bf5a5a48-6727-423a-b4fc-62593f6b366b,-89.9386,29.6428000000001
19801,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,18.8645,-95.905,7/27/2021 12:00:00 AM,d0b10d81-811f-4060-9e01-502f85f570e4,-95.905,18.8645000000001
13804,Atlantic Ocean,Mediterranean Sea,Ionian Sea,Manta net,0.046479,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,37.991333,15.4615,9/24/2021 12:00:00 AM,135d9ba2-4bcc-403f-92ed-5f8b8d090a78,15.4615000000001,37.9913330000001
21129,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.1961,-94.9475,5/3/2022 12:00:00 AM,bb34a78a-9ea3-41a2-bd10-097a7a7f9169,-94.9475,29.1961000000001
20133,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,28.2688,-96.5494,10/20/2021 12:00:00 AM,598cd7ee-c4c4-4a6d-b796-15444da74c7b,-96.5494,28.2688000000001
20465,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.5327,-95.0094,12/20/2021 12:00:00 AM,0667c93a-6138-4a3c-a84e-5ee72cebb6ff,-95.0094,29.5327
20797,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.1829,-94.9697,4/10/2022 12:00:00 AM,ce92130f-b04a-46e4-af79-3ba774e6c030,-94.9697,29.1829000000001
10741,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,0.912,pieces/m3,0.005-1,Medium,de Haan et al.2022,"de Haan, W.P., O. Uviedo, M. Ballesteros, I. Canales, X. Curto, M. Guart, S. Higueras, A. Molina, A. Sanchez-Vidal, and The Surfing for Science Group. 2022. Floating microplastic loads in the nearshore revealed through citizen science. Environmental Research Letters,17, 045018. https://doi.org/10.1088/1748-9326/ac5df1",https://doi.org/10.1088/1748-9326/ac5df1,University of Barcelona,Citizen science; Surf board; Kayak,253923,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253923,41.379079,2.194423,1/3/2021 12:00:00 AM,80faf225-cc52-4180-b942-da1b39a1e37e,2.19442300000003,41.379079
20442,,,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,41.4252,-82.3656,12/9/2021 12:00:00 AM,a5211d7f-488a-47ba-be99-53888aab39c5,-82.3656,41.4252000000001
20774,Atlantic Ocean,,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,32.7885,-79.9621,3/19/2022 12:00:00 AM,d3482889-f3ff-4e2a-9e0e-c9586b82bfde,-79.9621,32.7885000000001
19114,Atlantic Ocean,,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,39.6527,-75.5828,2/13/2021 12:00:00 AM,22d7439b-86d3-4eec-8bc4-6746b9196292,-75.5828,39.6527
20110,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,1-2,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,26.7036,-97.3234,10/14/2021 12:00:00 AM,b4e9ab89-fdb9-4072-9eda-c25313bc349f,-97.3233999999999,26.7036000000001
21106,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.1824,-94.9708,5/2/2022 12:00:00 AM,089ea54d-8a37-46db-a60e-f08839ea1ba0,-94.9707999999999,29.1824
19778,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,28.0387,-96.8783,7/23/2021 12:00:00 AM,ca3360af-1405-454d-8e6f-58fec25e2062,-96.8783,28.0387000000001
19446,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,>200,Very High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.5932,-94.9908,4/23/2021 12:00:00 AM,3d59ba38-c7ce-42f9-8dde-5e249a89b2a6,-94.9908,29.5932
10764,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,0.436,pieces/m3,0.005-1,Medium,de Haan et al.2022,"de Haan, W.P., O. Uviedo, M. Ballesteros, I. Canales, X. Curto, M. Guart, S. Higueras, A. Molina, A. Sanchez-Vidal, and The Surfing for Science Group. 2022. Floating microplastic loads in the nearshore revealed through citizen science. Environmental Research Letters,17, 045018. https://doi.org/10.1088/1748-9326/ac5df1",https://doi.org/10.1088/1748-9326/ac5df1,University of Barcelona,Citizen science; Surf board; Kayak,253923,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253923,41.175724,1.526081,3/28/2021 12:00:00 AM,e3b74c33-6e40-4083-8249-c0fdb5610bf6,1.52608100000003,41.1757240000001
13758,Atlantic Ocean,Mediterranean Sea,Adriatic Sea,Manta net,3.203462,pieces/m3,1-10,High,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,44.218833,14.168,6/27/2021 12:00:00 AM,7e87a847-e4b7-4589-ae2e-bd6428174265,14.1680000000001,44.2188330000001
