Country Name,Fishery,MPA
8,149.5,0.0001051117278958
0,3871796.96666667,5.04086671993963
4,459862.833333333,0.0049298795474894
1,15909.36,2.7988637220579
6,4884786.45,3.89548035095203
186,74470.28,11.3753988819881
7,842601.631666667,9.11029935702106
3,1544.4,7.26622009929161
5,3194.16666666667,0.240651020450002
9,272231.23,41.8660273995348
10,2051.56666666667,0.43692913410039
15,21091.9666666667,36.8882931536784
17,71495.8433333333,0.0
13,4446437.67333333,5.35702529217329
22,22684.4616666667,8.10670910756314
12,18686.7566666667,4.55617440243077
11,9689.1,7.92288489578172
18,4156.8,0.0
16,189916.28,10.5490361363538
19,1369694.38,26.7227957383244
14,1201.02,0.0056676632314462
21,16777.5916666667,0.201099955771754
26,980328.41,5.22614931573017
29,685989.176666667,19.7735922762446
30,3789824.21,37.1374732021313
31,83656743.085,5.44292019449064
36,104116.01,0.0735708663182511
25,293555.97,8.49293793991292
33,236410.0,0.236434371979605
34,78859.9966666667,3.11113046541763
32,268419.715,17.1036695815993
23,16893.1016666667,0.0006769969960078
35,41685.37,6.44840381520624
27,333951.35,1.41622897494139
38,44368.8,4.00976988298223
39,26109.48,0.0368395830309534
28,184.0,0.0776731753529112
40,9055.81,4.37168742655548
67,255615.94,45.400402802295
42,585.911666666667,0.0580459772696057
41,704151.235,18.0973968825813
43,19199.16,17.8443088266367
2,96804.94,0.0767528998629693
47,128233118.22,4.27648815590535
44,67182918.845,4.42380885984518
45,137528988.96,17.1919503505819
57,6649098.02666667,5.03145571577501
55,18736268.3866667,7.66319162125719
48,1430147.76833333,14.3130915554684
49,1964916.65166667,4.95148812078665
54,4097242.60166667,24.2837778758889
52,3643.32166666667,0.0
165,1165148.26,11.2897036596175
53,80426.54,18.7020506462702
58,5347513.125,22.012737259045
61,170676.163333333,11.5161497400646
60,39458.4133333333,0.924879678968503
62,723056.67,48.1699528080326
59,731156.4,0.0108311551241112
117,156237.798,0.0157722566356839
64,29522.5,28.8271512047305
187,880597.72,36.5620159096025
66,201607.408333333,0.667755973775779
68,466561.47,0.0970490048640549
73,324850.616666667,0.529623413382199
65,54084.1533333333,0.336758947517745
74,56719.52,9.49920064508127
51,6361.31333333333,0.235114937719678
69,206698.168333333,4.51786481820702
70,2021.17,0.0921433215468235
72,46369.71,0.853063940090529
71,231.8,0.0141790385242354
75,39397.9,0.0168275192712241
77,32701385.3,22.8157041718222
79,118314.305,0.0
78,83108.8166666667,4.36748979779081
37,89353.03,8.76501592834064
76,17955.0,0.979348461833333
80,165795453.25,8.3219225557802
81,182924106.59,7.3954152795883
82,2828546.47,1.67824813241418
85,22439036.0133333,3.05746321626282
84,13544169.995,0.194098323539537
88,276053.41,2.33199788879345
86,1255152.48,0.804554400485464
87,63907.1433333333,0.0
83,1235739.59333333,0.402332823229862
89,18035.1666666667,0.0375294157301941
90,310878.69,9.40843611190017
91,15601.4066666667,0.757415268396694
93,2528.99833333333,18.3076457708691
92,4218823.52666667,10.1197289995345
94,48006.33,25.8886518937725
95,161913.87,0.778288274448457
24,888622.168333333,0.813662666755387
96,201080.456666667,11.8169884078917
167,14776.935,2.7083223075186
98,3730748.71,2.17724327691245
99,3439.915,1.40259467398361
102,12311998.34,19.1112893437127
105,3734.96666666667,0.216049030407163
106,22334.8716666667,0.103342700918327
107,32125.4883333333,0.635054404378408
168,1826.12,0.218551371261658
101,16698744.24,18.6086045819336
166,459566.176666667,0.0746257595623984
110,45227318.83,1.47631395850983
109,178791723.696667,7.07999510477478
100,112895366.456667,10.3421946466442
108,97875.84,25.5921234374498
104,67805.12,16.0373104501071
123,1449172.96666667,0.470134655158139
111,144960.808333333,0.829956290212101
118,5918756.63666667,1.48124619546051
116,1921143.28,21.6299675734715
114,87646.0016666667,0.26880319898304
121,175447635.89,7.30931036847705
113,19654.79,7.05326402627867
125,3070489.63166667,1.09424189939758
120,4957579.62,1.17137756401208
122,2025.15833333333,0.144411460095922
134,165.94,33.0052601528794
124,392231.98,2.18897262730319
115,31906.82,0.0038781457464117
112,1845680.37,3.17515872917796
133,6027478.73,19.916327127607
126,436177.49,1.71419939686204
129,5056.25666666667,96.371277209355
132,1110901.10666667,0.0167092015617942
131,80879.7466666667,3.18329457474099
128,401592.985,26.7994415098223
135,4073655.63,3.96541542793572
127,60416.6,0.0
130,497300.75,30.4049263033321
136,32151143.6666667,23.9669406768442
137,658866.91,0.1921247842295
138,2182630.95,7.44971970620029
140,664814.371666667,0.766529115162511
142,218535.565,11.7174174448748
144,5784404.72666667,1.72777138613363
145,4148180.74,1.35417696925437
141,2294.89,94.3292091729087
143,268043.51,0.156082383736973
146,252052.975,22.5722475103014
149,1588.97833333333,1.7815571389644
97,875242.0,0.0220853330362307
147,191093.26,16.7055402824522
139,671830.11,1.13106519365792
148,23845222.3066667,24.2784378783568
63,14324.4,0.0169372937892754
150,16251.7416666667,1.98719783889695
151,21792.2516666667,23.0973843913538
152,5302428.48833333,2.73082076196665
163,19221029.55,0.468571724061978
154,151771.46,2.49409959543208
170,49680.1666666667,15.9644115434855
155,508131.94,1.36040436433039
158,6148.53666666667,0.013182191738552
161,60878.6783333333,0.117184894132515
157,204606.666666667,0.900854590011914
50,68853.42,0.706239889396805
160,3188412.4,5.85599678639594
171,35873.1083333333,1.54322386418802
159,2086.325,41.390312384
172,202025.0,15.458280516029
156,142194.05,19.0289734953151
173,6157.33333333333,0.246985790994524
183,1646.4,0.0971331453780475
46,127564166.486667,4.31221125238003
56,7012296.28,5.47711554005367
177,23128.2033333333,0.199648802938133
175,2454842.90333333,3.15008109231306
182,15094.8333333333,2.99385884283141
103,16612576.92,18.7118487953336
176,7456.19833333333,1.37254848550957
119,4952943.35,1.17137756401208
178,1323.59333333333,0.54063584370825
164,19221029.55,0.468571724061978
179,13038.79,0.0489088397647698
180,144568.595,1.03551947185738
181,755298.125,0.657481684709744
184,18970.78,0.0223076365514003
174,140889.28,3.01503442612749
185,85733.7966666667,5.35669790826812
189,130220317.06,9.40466303865824
190,66928.3216666667,0.734231428493671
188,5047150.31166667,33.1069657945161
169,8195.34,0.220097531638468
192,239101.802,3.91808565256314
20,1161.77166666667,0.0041157937512157
194,397.512,0.790809042410818
193,7956273.93,0.560890814318396
191,59461.8,0.0076372225066362
195,211692360.49,12.0266021080407
153,10100.72,0.11540864634385
196,143065.871666667,0.467573337391703
162,528931.22,14.1881262164129
